"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"2280","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","RHOB",388,"ENSG00000143878","RHOB",388,"ENSG00000143878","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2281","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SAT1",6303,"ENSG00000130066","SAT1",6303,"ENSG00000130066","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2282","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SCG2",7857,"ENSG00000171951","SCG2",7857,"ENSG00000171951","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2283","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SDC1",6382,"ENSG00000115884","SDC1",6382,"ENSG00000115884","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2284","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SDC4",6385,"ENSG00000124145","SDC4",6385,"ENSG00000124145","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2285","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SERPINE1",5054,"ENSG00000106366","SERPINE1",5054,"ENSG00000106366","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2286","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SERPINE2",5270,"ENSG00000135919","SERPINE2",5270,"ENSG00000135919","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2287","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SERPINH1",871,"ENSG00000149257","SERPINH1",871,"ENSG00000149257","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2288","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SFRP1",6422,"ENSG00000104332","SFRP1",6422,"ENSG00000104332","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2289","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SFRP4",6424,"ENSG00000106483","SFRP4",6424,"ENSG00000106483","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2290","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SGCB",6443,"ENSG00000163069","SGCB",6443,"ENSG00000163069","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2291","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SGCD",6444,"ENSG00000170624","SGCD",6444,"ENSG00000170624","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2292","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SGCG",6445,"ENSG00000102683","SGCG",6445,"ENSG00000102683","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2293","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SLC6A8",6535,"ENSG00000130821","SLC6A8",6535,"ENSG00000130821","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2294","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SLIT2",9353,"ENSG00000145147","SLIT2",9353,"ENSG00000145147","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2295","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SLIT3",6586,"ENSG00000184347","SLIT3",6586,"ENSG00000184347","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2296","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SNAI2",6591,"ENSG00000019549","SNAI2",6591,"ENSG00000019549","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2297","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SNTB1",6641,"ENSG00000172164","SNTB1",6641,"ENSG00000172164","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2298","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SPARC",6678,"ENSG00000113140","SPARC",6678,"ENSG00000113140","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2299","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SPOCK1",6695,"ENSG00000152377","SPOCK1",6695,"ENSG00000152377","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2300","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","SPP1",6696,"ENSG00000118785","SPP1",6696,"ENSG00000118785","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2301","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TAGLN",6876,"ENSG00000149591","TAGLN",6876,"ENSG00000149591","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2302","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TFPI2",7980,"ENSG00000105825","TFPI2",7980,"ENSG00000105825","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2303","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TGFB1",7040,"ENSG00000105329","TGFB1",7040,"ENSG00000105329","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2304","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TGFBI",7045,"ENSG00000120708","TGFBI",7045,"ENSG00000120708","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2305","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TGFBR3",7049,"ENSG00000069702","TGFBR3",7049,"ENSG00000069702","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2306","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TGM2",7052,"ENSG00000198959","TGM2",7052,"ENSG00000198959","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2307","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","THBS1",7057,"ENSG00000137801","THBS1",7057,"ENSG00000137801","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2308","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","THBS2",7058,"ENSG00000186340","THBS2",7058,"ENSG00000186340","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2309","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","THY1",7070,"ENSG00000154096","THY1",7070,"ENSG00000154096","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2310","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TIMP1",7076,"ENSG00000102265","TIMP1",7076,"ENSG00000102265","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2311","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TIMP3",7078,"ENSG00000100234","TIMP3",7078,"ENSG00000100234","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2312","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TNC",3371,"ENSG00000041982","TNC",3371,"ENSG00000041982","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2313","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TNFAIP3",7128,"ENSG00000118503","TNFAIP3",7128,"ENSG00000118503","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2314","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TNFRSF11B",4982,"ENSG00000164761","TNFRSF11B",4982,"ENSG00000164761","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2315","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TNFRSF12A",51330,"ENSG00000006327","TNFRSF12A",51330,"ENSG00000006327","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2316","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TPM1",7168,"ENSG00000140416","TPM1",7168,"ENSG00000140416","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2317","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TPM2",7169,"ENSG00000198467","TPM2",7169,"ENSG00000198467","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2318","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","TPM4",7171,"ENSG00000167460","TPM4",7171,"ENSG00000167460","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2319","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","VCAM1",7412,"ENSG00000162692","VCAM1",7412,"ENSG00000162692","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2320","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","VCAN",1462,"ENSG00000038427","VCAN",1462,"ENSG00000038427","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2321","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","VEGFA",7422,"ENSG00000112715","VEGFA",7422,"ENSG00000112715","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2322","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","VEGFC",7424,"ENSG00000150630","VEGFC",7424,"ENSG00000150630","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2323","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","VIM",7431,"ENSG00000026025","VIM",7431,"ENSG00000026025","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2324","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","WIPF1",7456,"ENSG00000115935","WIPF1",7456,"ENSG00000115935","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2325","H","","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","WNT5A",7474,"ENSG00000114251","WNT5A",7474,"ENSG00000114251","M5930","26771021","","","","Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis."
"2326","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ABAT",18,"ENSG00000183044","ABAT",18,"ENSG00000183044","M5906","26771021","","","","Genes defining early response to estrogen."
"2327","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ABCA3",21,"ENSG00000167972","ABCA3",21,"ENSG00000167972","M5906","26771021","","","","Genes defining early response to estrogen."
"2328","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ABHD2",11057,"ENSG00000140526","ABHD2",11057,"ENSG00000140526","M5906","26771021","","","","Genes defining early response to estrogen."
"2329","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ABLIM1",3983,"ENSG00000099204","ABLIM1",3983,"ENSG00000099204","M5906","26771021","","","","Genes defining early response to estrogen."
"2330","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ADCY1",107,"ENSG00000164742","ADCY1",107,"ENSG00000164742","M5906","26771021","","","","Genes defining early response to estrogen."
"2331","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ADCY9",115,"ENSG00000162104","ADCY9",115,"ENSG00000162104","M5906","26771021","","","","Genes defining early response to estrogen."
"2332","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ADD3",120,"ENSG00000148700","ADD3",120,"ENSG00000148700","M5906","26771021","","","","Genes defining early response to estrogen."
"2333","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AFF1",4299,"ENSG00000172493","AFF1",4299,"ENSG00000172493","M5906","26771021","","","","Genes defining early response to estrogen."
"2334","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AKAP1",8165,"ENSG00000121057","AKAP1",8165,"ENSG00000121057","M5906","26771021","","","","Genes defining early response to estrogen."
"2335","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ALDH3B1",221,"ENSG00000006534","ALDH3B1",221,"ENSG00000006534","M5906","26771021","","","","Genes defining early response to estrogen."
"2336","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AMFR",267,"ENSG00000159461","AMFR",267,"ENSG00000159461","M5906","26771021","","","","Genes defining early response to estrogen."
"2337","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ANXA9",8416,"ENSG00000143412","ANXA9",8416,"ENSG00000143412","M5906","26771021","","","","Genes defining early response to estrogen."
"2338","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AQP3",360,"ENSG00000165272","AQP3",360,"ENSG00000165272","M5906","26771021","","","","Genes defining early response to estrogen."
"2339","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AR",367,"ENSG00000169083","AR",367,"ENSG00000169083","M5906","26771021","","","","Genes defining early response to estrogen."
"2340","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","AREG",374,"ENSG00000109321","AREG",374,"ENSG00000109321","M5906","26771021","","","","Genes defining early response to estrogen."
"2341","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ARL3",403,"ENSG00000138175","ARL3",403,"ENSG00000138175","M5906","26771021","","","","Genes defining early response to estrogen."
"2342","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","ASB13",79754,"ENSG00000196372","ASB13",79754,"ENSG00000196372","M5906","26771021","","","","Genes defining early response to estrogen."
"2343","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","B4GALT1",2683,"ENSG00000086062","B4GALT1",2683,"ENSG00000086062","M5906","26771021","","","","Genes defining early response to estrogen."
"2344","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","BAG1",573,"ENSG00000107262","BAG1",573,"ENSG00000107262","M5906","26771021","","","","Genes defining early response to estrogen."
"2345","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","BCL11B",64919,"ENSG00000127152","BCL11B",64919,"ENSG00000127152","M5906","26771021","","","","Genes defining early response to estrogen."
"2346","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","BCL2",596,"ENSG00000171791","BCL2",596,"ENSG00000171791","M5906","26771021","","","","Genes defining early response to estrogen."
"2347","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","BHLHE40",8553,"ENSG00000134107","BHLHE40",8553,"ENSG00000134107","M5906","26771021","","","","Genes defining early response to estrogen."
"2348","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","BLVRB",645,"ENSG00000090013","BLVRB",645,"ENSG00000090013","M5906","26771021","","","","Genes defining early response to estrogen."
"2349","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CA12",771,"ENSG00000074410","CA12",771,"ENSG00000074410","M5906","26771021","","","","Genes defining early response to estrogen."
"2350","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CALB2",794,"ENSG00000172137","CALB2",794,"ENSG00000172137","M5906","26771021","","","","Genes defining early response to estrogen."
"2351","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CALB2",794,"ENSG00000282830","CALB2",794,"ENSG00000282830","M5906","26771021","","","","Genes defining early response to estrogen."
"2352","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CALCR",799,"ENSG00000004948","CALCR",799,"ENSG00000004948","M5906","26771021","","","","Genes defining early response to estrogen."
"2353","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CANT1",124583,"ENSG00000171302","CANT1",124583,"ENSG00000171302","M5906","26771021","","","","Genes defining early response to estrogen."
"2354","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CBFA2T3",863,"ENSG00000129993","CBFA2T3",863,"ENSG00000129993","M5906","26771021","","","","Genes defining early response to estrogen."
"2355","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CCN5",8839,"ENSG00000064205","CCN5",8839,"ENSG00000064205","M5906","26771021","","","","Genes defining early response to estrogen."
"2356","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CCND1",595,"ENSG00000110092","CCND1",595,"ENSG00000110092","M5906","26771021","","","","Genes defining early response to estrogen."
"2357","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CD44",960,"ENSG00000026508","CD44",960,"ENSG00000026508","M5906","26771021","","","","Genes defining early response to estrogen."
"2358","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CELSR1",9620,"ENSG00000075275","CELSR1",9620,"ENSG00000075275","M5906","26771021","","","","Genes defining early response to estrogen."
"2359","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CELSR2",1952,"ENSG00000143126","CELSR2",1952,"ENSG00000143126","M5906","26771021","","","","Genes defining early response to estrogen."
"2360","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CHPT1",56994,"ENSG00000111666","CHPT1",56994,"ENSG00000111666","M5906","26771021","","","","Genes defining early response to estrogen."
"2361","H","","HALLMARK_ESTROGEN_RESPONSE_EARLY","CISH",1154,"ENSG00000114737","CISH",1154,"ENSG00000114737","M5906","26771021","","","","Genes defining early response to estrogen."
